achimai	achimapaoni	V;PST.REM
achimai	achimanonkota	V;FUT.INM
achimai	achimakoinsi	V;ASER
achimai	achimayohma	V;NEG.never
achimai	achimayohma	V;NEG.yet
achimai	achimai iki	IPFV;REF.S/A>S
achimai	achimamisa	V;PFV;HAB_A
achimai	achimaisi	V;IPFV;PRG
achimai	achimasa	V;PRG;EST
achimai	achimayantana	V;PFV;PST.yesterday
achimai	achimashina	V;PFV;PST.days
achimai	achimahenia	V;PFV;PAS.REM.DUR
achimai	achimai kai	V;IPFV;FUT.INM
achimai	achimabira	V;PFV;DUB
achimai	achimabirai	V;IPFV;DUB
achimai	achimanaka	V;EST;HAB_M
achimai	achimakatsi iki	V;DES;REF.S/A>S
achimai	achimakin	V;IMP;NEG
achimai	achimarabea	V;PFV;DUAL
achimai	achimarabei	V;IPFV;DUAL
achimai	achimabotana	V;EST;PL
achimai	achimabo	V;PFV;PL
achimai	achimakani	V;IPFV;PL
achimai	achima	V;PFV;NEG
achimai	achimai	V;IPFV;NEG
achimai	achimashina	V;PST.days;NEG
achimai	achimabota	V;PFV;MOV.DUR
achimai	achimakawana	V;PFV;MOV.passing
achimai	achimapakea	V;PFV;MOV.down
achimai	achimaina	V;PFV;MOV.up
achimai	achimatana	V;PFV;MOV.goto
achimai	achimatoshia	V;PFV;MOV.arrive
achimai	achimahon	V;TR;REF.S/A>A
achimai	achimakatsi iki	V;DES;REF.S/A>S
achimai	achimah	V;INTR;REF.S/A>S
achimai	achimaniah	V;PST.REM;REF.S/A>S
achimai	achimahona	V;PFV;BEN
achimai	achimarana	V;PFV;MAL
achimai	achima	V;PFV;CAU
achimai	achimahakoa	V;PFV;DIM
achimai	achimahekoi	V;IPFV;DIM
achimai	achimahekoni	V;PST.REM;DIM
achimai	achimakian	V;PFV;ASOC
achimai	achimakini	V;IPFV;ASOC
achimai	achimakin	V;PAS.REM.HAB;ASOC
achimai	achimakin	V;TR;CAU
achimai	achimanan	V;PFV;REC
achimai	achimananpaoni	V;PST.REM;REC
achimai	achimapaiyantankin	V;PST.yesterday;DES
achimai	achimapaiyantankin	V;DES;REF.S/A>S
achimai	achimakoinsi	V;HAB_A;IPFV;ENF
achimai	achimakeana	V;TR;PFV;NEG.FRUS
achimai	achimakoana	V;INTR;PFV;NEG.FRUS
achimai	achimaberana	V;TR;PFV;MOV.VEN
achimai	achimakerana	V;INTR;PFV;MOV.VEN
achimai	achimabaina	V;TR;PFV;MOV.ANDA
achimai	achimakaina	V;INTR;PFV;MOV.ANDA
achimai	achimabokona	V;TR;PFV;MOV.around
achimai	achimakea	V;INTR;PFV;MOV.around
achimai	achimapatansi	V;V;IPFV;MOV.ITER
achimai	achimai kai	V;IPFV;FUT.INM;REF.S/A>S
achimai	achimakoinsi kai	V;IPFV;ASER;REF.S/A>S
achimai	achimakarana	V;PFV;CAU;MAL
achimai	achimaranhakoa	V;PFV;MAL;DIM
achimai	achimaraberana	V;TR;PFV;MOV.VEN;MAL
aki	amis	V;HAB_A
aki	akri	V;PST.yet
aki	akbai	V;PST.DUR
aki	aknonkota	V;FUT.INM
aki	akoinsi	V;ASER
aki	ayohma	V;NEG.never
aki	aki iki	IPFV;REF.S/A>S
aki	amisa	V;PFV;HAB_A
aki	akisi	V;IPFV;PRG
aki	aka	V;PRG;EST
aki	ayantana	V;PFV;PST.yesterday
aki	ashina	V;PFV;PST.days
aki	ahenia	V;PFV;PAS.REM.DUR
aki	aki kai	V;IPFV;FUT.INM
aki	akbira	V;PFV;DUB
aki	akbirai	V;IPFV;DUB
aki	akanaka	V;EST;HAB_M
aki	akatsi iki	V;DES;REF.S/A>S
aki	amakin	V;IMP;NEG
aki	akrabea	V;PFV;DUAL
aki	akrabei	V;IPFV;DUAL
aki	akbotana	V;EST;PL
aki	akabo	V;PFV;PL
aki	akani	V;IPFV;PL
aki	ama	V;PFV;NEG
aki	amai	V;IPFV;NEG
aki	amashina	V;PST.days;NEG
aki	akbota	V;PFV;MOV.DUR
aki	akawana	V;PFV;MOV.passing
aki	akpakea	V;PFV;MOV.down
aki	akina	V;PFV;MOV.up
aki	aktana	V;PFV;MOV.goto
aki	aktoshia	V;PFV;MOV.arrive
aki	ahon	V;TR;REF.S/A>A
aki	akatsi iki	V;DES;REF.S/A>S
aki	akah	V;INTR;REF.S/A>S
aki	akniah	V;PST.REM;REF.S/A>S
aki	akarana	V;PFV;MAL
aki	ama	V;PFV;CAU
aki	ahakoa	V;PFV;DIM
aki	ahekoi	V;IPFV;DIM
aki	ahekoni	V;PST.REM;DIM
aki	akini	V;IPFV;ASOC
aki	akin	V;PAS.REM.HAB;ASOC
aki	amai	V;IPFV;CAU
aki	amakin	V;TR;CAU
aki	akanan	V;PFV;REC
aki	akananpaoni	V;PST.REM;REC
aki	akpaiyantankin	V;PST.yesterday;DES
aki	akpaiyantankin	V;DES;REF.S/A>S
aki	akoinsi	V;HAB_A;IPFV;ENF
aki	akeana	V;TR;PFV;NEG.FRUS
aki	akoana	V;INTR;PFV;NEG.FRUS
aki	akberana	V;TR;PFV;MOV.VEN
aki	akerana	V;INTR;PFV;MOV.VEN
aki	akbaina	V;TR;PFV;MOV.ANDA
aki	akaina	V;INTR;PFV;MOV.ANDA
aki	akbokona	V;TR;PFV;MOV.around
aki	akakea	V;INTR;PFV;MOV.around
aki	akpatansi	V;V;IPFV;MOV.ITER
aki	aki kai	V;IPFV;FUT.INM;REF.S/A>S
aki	akoinsi kai	V;IPFV;ASER;REF.S/A>S
aki	amakarana	V;PFV;CAU;MAL
aki	akaranhakoa	V;PFV;MAL;DIM
aki	akraberana	V;TR;PFV;MOV.VEN;MAL
ayai	ayamis	V;HAB_A
ayai	ayari	V;PST.yet
ayai	ayabai	V;PST.DUR
ayai	ayapaoni	V;PST.REM
ayai	ayanonkota	V;FUT.INM
ayai	ayakoinsi	V;ASER
ayai	ayayohma	V;NEG.yet
ayai	ayai iki	IPFV;REF.S/A>S
ayai	ayamisa	V;PFV;HAB_A
ayai	ayaisi	V;IPFV;PRG
ayai	ayasa	V;PRG;EST
ayai	ayayantana	V;PFV;PST.yesterday
ayai	ayashina	V;PFV;PST.days
ayai	ayahenia	V;PFV;PAS.REM.DUR
ayai	ayai kai	V;IPFV;FUT.INM
ayai	ayabira	V;PFV;DUB
ayai	ayabirai	V;IPFV;DUB
ayai	ayanaka	V;EST;HAB_M
ayai	ayakatsi iki	V;DES;REF.S/A>S
ayai	ayamakin	V;IMP;NEG
ayai	ayarabea	V;PFV;DUAL
ayai	ayarabei	V;IPFV;DUAL
ayai	ayabotana	V;EST;PL
ayai	ayabo	V;PFV;PL
ayai	ayakani	V;IPFV;PL
ayai	ayama	V;PFV;NEG
ayai	ayamai	V;IPFV;NEG
ayai	ayabota	V;PFV;MOV.DUR
ayai	ayakawana	V;PFV;MOV.passing
ayai	ayapakea	V;PFV;MOV.down
ayai	ayatana	V;PFV;MOV.goto
ayai	ayatoshia	V;PFV;MOV.arrive
ayai	ayahon	V;TR;REF.S/A>A
ayai	ayakatsi iki	V;DES;REF.S/A>S
ayai	ayah	V;INTR;REF.S/A>S
ayai	ayaniah	V;PST.REM;REF.S/A>S
ayai	ayahona	V;PFV;BEN
ayai	ayama	V;PFV;CAU
ayai	ayahakoa	V;PFV;DIM
ayai	ayahekoi	V;IPFV;DIM
ayai	ayahekoni	V;PST.REM;DIM
ayai	ayakian	V;PFV;ASOC
ayai	ayakini	V;IPFV;ASOC
ayai	ayakin	V;PAS.REM.HAB;ASOC
ayai	ayamai	V;IPFV;CAU
ayai	ayamakin	V;TR;CAU
ayai	ayanan	V;PFV;REC
ayai	ayananpaoni	V;PST.REM;REC
ayai	ayapaiyantankin	V;PST.yesterday;DES
ayai	ayapaiyantankin	V;DES;REF.S/A>S
ayai	ayakoinsi	V;HAB_A;IPFV;ENF
ayai	ayakeana	V;TR;PFV;NEG.FRUS
ayai	ayakoana	V;INTR;PFV;NEG.FRUS
ayai	ayaberana	V;TR;PFV;MOV.VEN
ayai	ayakerana	V;INTR;PFV;MOV.VEN
ayai	ayabaina	V;TR;PFV;MOV.ANDA
ayai	ayakaina	V;INTR;PFV;MOV.ANDA
ayai	ayabokona	V;TR;PFV;MOV.around
ayai	ayakea	V;INTR;PFV;MOV.around
ayai	ayapatansi	V;V;IPFV;MOV.ITER
ayai	ayai kai	V;IPFV;FUT.INM;REF.S/A>S
ayai	ayakoinsi kai	V;IPFV;ASER;REF.S/A>S
ayai	ayaranhakoa	V;PFV;MAL;DIM
ayai	ayaraberana	V;TR;PFV;MOV.VEN;MAL
banai	bana	V;PFV
banai	banai	V;IPFV
banai	banamis	V;HAB_A
banai	banari	V;PST.yet
banai	banapaoni	V;PST.REM
banai	bananonkota	V;FUT.INM
banai	banakoinsi	V;ASER
banai	banayohma	V;NEG.never
banai	banayohma	V;NEG.yet
banai	banai iki	IPFV;REF.S/A>S
banai	banamisa	V;PFV;HAB_A
banai	banaisi	V;IPFV;PRG
banai	banasa	V;PRG;EST
banai	banayantana	V;PFV;PST.yesterday
banai	banahenia	V;PFV;PAS.REM.DUR
banai	banai kai	V;IPFV;FUT.INM
banai	banabira	V;PFV;DUB
banai	banabirai	V;IPFV;DUB
banai	bananaka	V;EST;HAB_M
banai	banakatsi iki	V;DES;REF.S/A>S
banai	banamakin	V;IMP;NEG
banai	banarabea	V;PFV;DUAL
banai	banarabei	V;IPFV;DUAL
banai	banabotana	V;EST;PL
banai	banabo	V;PFV;PL
banai	banakani	V;IPFV;PL
banai	banama	V;PFV;NEG
banai	banamai	V;IPFV;NEG
banai	banamashina	V;PST.days;NEG
banai	banabota	V;PFV;MOV.DUR
banai	banakawana	V;PFV;MOV.passing
banai	banapakea	V;PFV;MOV.down
banai	banaina	V;PFV;MOV.up
banai	banatana	V;PFV;MOV.goto
banai	banatoshia	V;PFV;MOV.arrive
banai	banakatsi iki	V;DES;REF.S/A>S
banai	banah	V;INTR;REF.S/A>S
banai	bananiah	V;PST.REM;REF.S/A>S
banai	banahona	V;PFV;BEN
banai	banarana	V;PFV;MAL
banai	banama	V;PFV;CAU
banai	banahakoa	V;PFV;DIM
banai	banahekoi	V;IPFV;DIM
banai	banahekoni	V;PST.REM;DIM
banai	banakian	V;PFV;ASOC
banai	banakini	V;IPFV;ASOC
banai	banakin	V;PAS.REM.HAB;ASOC
banai	banamai	V;IPFV;CAU
banai	banamakin	V;TR;CAU
banai	bananan	V;PFV;REC
banai	banananpaoni	V;PST.REM;REC
banai	banapaiyantankin	V;PST.yesterday;DES
banai	banapaiyantankin	V;DES;REF.S/A>S
banai	banakoinsi	V;HAB_A;IPFV;ENF
banai	banakeana	V;TR;PFV;NEG.FRUS
banai	banakoana	V;INTR;PFV;NEG.FRUS
banai	banaberana	V;TR;PFV;MOV.VEN
banai	banakerana	V;INTR;PFV;MOV.VEN
banai	banabaina	V;TR;PFV;MOV.ANDA
banai	banakaina	V;INTR;PFV;MOV.ANDA
banai	banabokona	V;TR;PFV;MOV.around
banai	banakea	V;INTR;PFV;MOV.around
banai	banapatansi	V;V;IPFV;MOV.ITER
banai	banai kai	V;IPFV;FUT.INM;REF.S/A>S
banai	banakoinsi kai	V;IPFV;ASER;REF.S/A>S
banai	banamakarana	V;PFV;CAU;MAL
banai	banaranhakoa	V;PFV;MAL;DIM
banai	banaraberana	V;TR;PFV;MOV.VEN;MAL
bei	bei	V;IPFV
bei	bemis	V;HAB_A
bei	beri	V;PST.yet
bei	bebai	V;PST.DUR
bei	bepaoni	V;PST.REM
bei	benonkota	V;FUT.INM
bei	bekoinsi	V;ASER
bei	beyohma	V;NEG.never
bei	beyohma	V;NEG.yet
bei	bei iki	IPFV;REF.S/A>S
bei	bemisa	V;PFV;HAB_A
bei	beisi	V;IPFV;PRG
bei	besa	V;PRG;EST
bei	beyantana	V;PFV;PST.yesterday
bei	beshina	V;PFV;PST.days
bei	behenia	V;PFV;PAS.REM.DUR
bei	bei kai	V;IPFV;FUT.INM
bei	bebira	V;PFV;DUB
bei	bebirai	V;IPFV;DUB
bei	beanaka	V;EST;HAB_M
bei	bekatsi iki	V;DES;REF.S/A>S
bei	bemakin	V;IMP;NEG
bei	berabea	V;PFV;DUAL
bei	berabei	V;IPFV;DUAL
bei	bebotana	V;EST;PL
bei	beabo	V;PFV;PL
bei	bekani	V;IPFV;PL
bei	bema	V;PFV;NEG
bei	bemai	V;IPFV;NEG
bei	bemashina	V;PST.days;NEG
bei	bebota	V;PFV;MOV.DUR
bei	bekawana	V;PFV;MOV.passing
bei	bepakea	V;PFV;MOV.down
bei	beina	V;PFV;MOV.up
bei	betana	V;PFV;MOV.goto
bei	betoshia	V;PFV;MOV.arrive
bei	behon	V;TR;REF.S/A>A
bei	bekatsi iki	V;DES;REF.S/A>S
bei	beah	V;INTR;REF.S/A>S
bei	beniah	V;PST.REM;REF.S/A>S
bei	behona	V;PFV;BEN
bei	bearana	V;PFV;MAL
bei	bema	V;PFV;CAU
bei	behakoa	V;PFV;DIM
bei	behekoi	V;IPFV;DIM
bei	behekoni	V;PST.REM;DIM
bei	bekian	V;PFV;ASOC
bei	bekini	V;IPFV;ASOC
bei	bekin	V;PAS.REM.HAB;ASOC
bei	bemai	V;IPFV;CAU
bei	bemakin	V;TR;CAU
bei	beanan	V;PFV;REC
bei	beananpaoni	V;PST.REM;REC
bei	bepaiyantankin	V;PST.yesterday;DES
bei	bepaiyantankin	V;DES;REF.S/A>S
bei	bekoinsi	V;HAB_A;IPFV;ENF
bei	bekeana	V;TR;PFV;NEG.FRUS
bei	bekoana	V;INTR;PFV;NEG.FRUS
bei	beberana	V;TR;PFV;MOV.VEN
bei	bekerana	V;INTR;PFV;MOV.VEN
bei	bebaina	V;TR;PFV;MOV.ANDA
bei	bekaina	V;INTR;PFV;MOV.ANDA
bei	bebokona	V;TR;PFV;MOV.around
bei	beakea	V;INTR;PFV;MOV.around
bei	bepatansi	V;V;IPFV;MOV.ITER
bei	bei kai	V;IPFV;FUT.INM;REF.S/A>S
bei	bekoinsi kai	V;IPFV;ASER;REF.S/A>S
bei	bemakarana	V;PFV;CAU;MAL
bei	bearanhakoa	V;PFV;MAL;DIM
bei	beraberana	V;TR;PFV;MOV.VEN;MAL
beni	beni	V;IPFV
beni	benmis	V;HAB_A
beni	benri	V;PST.yet
beni	benbai	V;PST.DUR
beni	benpaoni	V;PST.REM
beni	benonkota	V;FUT.INM
beni	benkoinsi	V;ASER
beni	benyohma	V;NEG.never
beni	benyohma	V;NEG.yet
beni	beni iki	IPFV;REF.S/A>S
beni	benmisa	V;PFV;HAB_A
beni	benisi	V;IPFV;PRG
beni	bensa	V;PRG;EST
beni	benyantana	V;PFV;PST.yesterday
beni	benshina	V;PFV;PST.days
beni	benhenia	V;PFV;PAS.REM.DUR
beni	beni kai	V;IPFV;FUT.INM
beni	benbira	V;PFV;DUB
beni	benbirai	V;IPFV;DUB
beni	benanaka	V;EST;HAB_M
beni	benkatsi iki	V;DES;REF.S/A>S
beni	benmakin	V;IMP;NEG
beni	benrabea	V;PFV;DUAL
beni	benrabei	V;IPFV;DUAL
beni	benbotana	V;EST;PL
beni	benabo	V;PFV;PL
beni	benkani	V;IPFV;PL
beni	benma	V;PFV;NEG
beni	benmai	V;IPFV;NEG
beni	benmashina	V;PST.days;NEG
beni	benbota	V;PFV;MOV.DUR
beni	benkawana	V;PFV;MOV.passing
beni	benpakea	V;PFV;MOV.down
beni	benina	V;PFV;MOV.up
beni	bentana	V;PFV;MOV.goto
beni	bentoshia	V;PFV;MOV.arrive
beni	benhon	V;TR;REF.S/A>A
beni	benkatsi iki	V;DES;REF.S/A>S
beni	benah	V;INTR;REF.S/A>S
beni	beniah	V;PST.REM;REF.S/A>S
beni	benhona	V;PFV;BEN
beni	benarana	V;PFV;MAL
beni	benma	V;PFV;CAU
beni	benhakoa	V;PFV;DIM
beni	benhekoi	V;IPFV;DIM
beni	benhekoni	V;PST.REM;DIM
beni	benkian	V;PFV;ASOC
beni	benkini	V;IPFV;ASOC
beni	benkin	V;PAS.REM.HAB;ASOC
beni	benmai	V;IPFV;CAU
beni	benmakin	V;TR;CAU
beni	benanan	V;PFV;REC
beni	benananpaoni	V;PST.REM;REC
beni	benpaiyantankin	V;PST.yesterday;DES
beni	benpaiyantankin	V;DES;REF.S/A>S
beni	benkoinsi	V;HAB_A;IPFV;ENF
beni	benkeana	V;TR;PFV;NEG.FRUS
beni	benkoana	V;INTR;PFV;NEG.FRUS
beni	benberana	V;TR;PFV;MOV.VEN
beni	benkerana	V;INTR;PFV;MOV.VEN
beni	benbaina	V;TR;PFV;MOV.ANDA
beni	benkaina	V;INTR;PFV;MOV.ANDA
beni	benbokona	V;TR;PFV;MOV.around
beni	benakea	V;INTR;PFV;MOV.around
beni	benpatansi	V;V;IPFV;MOV.ITER
beni	beni kai	V;IPFV;FUT.INM;REF.S/A>S
beni	benkoinsi kai	V;IPFV;ASER;REF.S/A>S
beni	benmakarana	V;PFV;CAU;MAL
beni	benaranhakoa	V;PFV;MAL;DIM
beni	benraberana	V;TR;PFV;MOV.VEN;MAL
bewa	bewa	V;PFV
bewa	bewi	V;IPFV
bewa	bewmis	V;HAB_A
bewa	bewri	V;PST.yet
bewa	bewbai	V;PST.DUR
bewa	bewpaoni	V;PST.REM
bewa	bewnonkota	V;FUT.INM
bewa	bewkoinsi	V;ASER
bewa	bewyohma	V;NEG.never
bewa	bewyohma	V;NEG.yet
bewa	bewi iki	IPFV;REF.S/A>S
bewa	bewmisa	V;PFV;HAB_A
bewa	bewisi	V;IPFV;PRG
bewa	bewa	V;PRG;EST
bewa	bewyantana	V;PFV;PST.yesterday
bewa	bewhina	V;PFV;PST.days
bewa	bewhenia	V;PFV;PAS.REM.DUR
bewa	bewi kai	V;IPFV;FUT.INM
bewa	bewbira	V;PFV;DUB
bewa	bewbirai	V;IPFV;DUB
bewa	bewanaka	V;EST;HAB_M
bewa	bewkatsi iki	V;DES;REF.S/A>S
bewa	bewmakin	V;IMP;NEG
bewa	bewrabea	V;PFV;DUAL
bewa	bewrabei	V;IPFV;DUAL
bewa	bewbotana	V;EST;PL
bewa	bewabo	V;PFV;PL
bewa	bewkani	V;IPFV;PL
bewa	bewma	V;PFV;NEG
bewa	bewmai	V;IPFV;NEG
bewa	bewmashina	V;PST.days;NEG
bewa	bewbota	V;PFV;MOV.DUR
bewa	bewkawana	V;PFV;MOV.passing
bewa	bewpakea	V;PFV;MOV.down
bewa	bewina	V;PFV;MOV.up
bewa	bewtana	V;PFV;MOV.goto
bewa	bewtoshia	V;PFV;MOV.arrive
bewa	bewhon	V;TR;REF.S/A>A
bewa	bewkatsi iki	V;DES;REF.S/A>S
bewa	bewah	V;INTR;REF.S/A>S
bewa	bewniah	V;PST.REM;REF.S/A>S
bewa	bewhona	V;PFV;BEN
bewa	bewarana	V;PFV;MAL
bewa	bewma	V;PFV;CAU
bewa	bewhakoa	V;PFV;DIM
bewa	bewhekoi	V;IPFV;DIM
bewa	bewhekoni	V;PST.REM;DIM
bewa	bewkian	V;PFV;ASOC
bewa	bewkini	V;IPFV;ASOC
bewa	bewkin	V;PAS.REM.HAB;ASOC
bewa	bewmai	V;IPFV;CAU
bewa	bewmakin	V;TR;CAU
bewa	bewanan	V;PFV;REC
bewa	bewananpaoni	V;PST.REM;REC
bewa	bewpaiyantankin	V;PST.yesterday;DES
bewa	bewpaiyantankin	V;DES;REF.S/A>S
bewa	bewkoinsi	V;HAB_A;IPFV;ENF
bewa	bewkeana	V;TR;PFV;NEG.FRUS
bewa	bewkoana	V;INTR;PFV;NEG.FRUS
bewa	bewberana	V;TR;PFV;MOV.VEN
bewa	bewkerana	V;INTR;PFV;MOV.VEN
bewa	bewbaina	V;TR;PFV;MOV.ANDA
bewa	bewkaina	V;INTR;PFV;MOV.ANDA
bewa	bewbokona	V;TR;PFV;MOV.around
bewa	bewakea	V;INTR;PFV;MOV.around
bewa	bewpatansi	V;V;IPFV;MOV.ITER
bewa	bewi kai	V;IPFV;FUT.INM;REF.S/A>S
bewa	bewkoinsi kai	V;IPFV;ASER;REF.S/A>S
bewa	bewmakarana	V;PFV;CAU;MAL
bewa	bewaranhakoa	V;PFV;MAL;DIM
bewa	bewraberana	V;TR;PFV;MOV.VEN;MAL
bi	bi	V;IPFV
bi	bimis	V;HAB_A
bi	biri	V;PST.yet
bi	bibai	V;PST.DUR
bi	bipaoni	V;PST.REM
bi	binonkota	V;FUT.INM
bi	bikoinsi	V;ASER
bi	biyohma	V;NEG.never
bi	biyohma	V;NEG.yet
bi	bi iki	IPFV;REF.S/A>S
bi	bimisa	V;PFV;HAB_A
bi	bisi	V;IPFV;PRG
bi	bisa	V;PRG;EST
bi	biyantana	V;PFV;PST.yesterday
bi	bishina	V;PFV;PST.days
bi	bihenia	V;PFV;PAS.REM.DUR
bi	bi kai	V;IPFV;FUT.INM
bi	bibira	V;PFV;DUB
bi	bibirai	V;IPFV;DUB
bi	bianaka	V;EST;HAB_M
bi	bikatsi iki	V;DES;REF.S/A>S
bi	bimakin	V;IMP;NEG
bi	birabea	V;PFV;DUAL
bi	birabei	V;IPFV;DUAL
bi	bibotana	V;EST;PL
bi	biabo	V;PFV;PL
bi	bikani	V;IPFV;PL
bi	bima	V;PFV;NEG
bi	bimai	V;IPFV;NEG
bi	bimashina	V;PST.days;NEG
bi	bibota	V;PFV;MOV.DUR
bi	bikawana	V;PFV;MOV.passing
bi	bipakea	V;PFV;MOV.down
bi	bina	V;PFV;MOV.up
bi	bitana	V;PFV;MOV.goto
bi	bitoshia	V;PFV;MOV.arrive
bi	bihon	V;TR;REF.S/A>A
bi	bikatsi iki	V;DES;REF.S/A>S
bi	biah	V;INTR;REF.S/A>S
bi	biniah	V;PST.REM;REF.S/A>S
bi	bihona	V;PFV;BEN
bi	biarana	V;PFV;MAL
bi	bima	V;PFV;CAU
bi	bihakoa	V;PFV;DIM
bi	bihekoi	V;IPFV;DIM
bi	bihekoni	V;PST.REM;DIM
bi	bikian	V;PFV;ASOC
bi	bikini	V;IPFV;ASOC
bi	bikin	V;PAS.REM.HAB;ASOC
bi	bimai	V;IPFV;CAU
bi	bimakin	V;TR;CAU
bi	bianan	V;PFV;REC
bi	biananpaoni	V;PST.REM;REC
bi	bipaiyantankin	V;PST.yesterday;DES
bi	bipaiyantankin	V;DES;REF.S/A>S
bi	bikoinsi	V;HAB_A;IPFV;ENF
bi	bikeana	V;TR;PFV;NEG.FRUS
bi	bikoana	V;INTR;PFV;NEG.FRUS
bi	biberana	V;TR;PFV;MOV.VEN
bi	bikerana	V;INTR;PFV;MOV.VEN
bi	bibaina	V;TR;PFV;MOV.ANDA
bi	bikaina	V;INTR;PFV;MOV.ANDA
bi	bibokona	V;TR;PFV;MOV.around
bi	biakea	V;INTR;PFV;MOV.around
bi	bipatansi	V;V;IPFV;MOV.ITER
bi	bi kai	V;IPFV;FUT.INM;REF.S/A>S
bi	bikoinsi kai	V;IPFV;ASER;REF.S/A>S
bi	bimakarana	V;PFV;CAU;MAL
bi	biaranhakoa	V;PFV;MAL;DIM
bi	biraberana	V;TR;PFV;MOV.VEN;MAL
boi	boa	V;PFV
boi	boi	V;IPFV
boi	bomis	V;HAB_A
boi	bori	V;PST.yet
boi	bobai	V;PST.DUR
boi	bopaoni	V;PST.REM
boi	bononkota	V;FUT.INM
boi	bokoinsi	V;ASER
boi	boyohma	V;NEG.never
boi	boyohma	V;NEG.yet
boi	boi iki	IPFV;REF.S/A>S
boi	bomisa	V;PFV;HAB_A
boi	boisi	V;IPFV;PRG
boi	bosa	V;PRG;EST
boi	boyantana	V;PFV;PST.yesterday
boi	boshina	V;PFV;PST.days
boi	bohenia	V;PFV;PAS.REM.DUR
boi	boi kai	V;IPFV;FUT.INM
boi	bobira	V;PFV;DUB
boi	bobirai	V;IPFV;DUB
boi	boanaka	V;EST;HAB_M
boi	bomakin	V;IMP;NEG
boi	borabea	V;PFV;DUAL
boi	borabei	V;IPFV;DUAL
boi	bobotana	V;EST;PL
boi	boabo	V;PFV;PL
boi	boma	V;PFV;NEG
boi	bomai	V;IPFV;NEG
boi	bomashina	V;PST.days;NEG
boi	bobota	V;PFV;MOV.DUR
boi	bokawana	V;PFV;MOV.passing
boi	bopakea	V;PFV;MOV.down
boi	boina	V;PFV;MOV.up
boi	botana	V;PFV;MOV.goto
boi	botoshia	V;PFV;MOV.arrive
boi	bohon	V;TR;REF.S/A>A
boi	boah	V;INTR;REF.S/A>S
boi	boniah	V;PST.REM;REF.S/A>S
boi	bohona	V;PFV;BEN
boi	boanrana	V;PFV;MAL
boi	boma	V;PFV;CAU
boi	bohakoa	V;PFV;DIM
boi	bohekoi	V;IPFV;DIM
boi	bohekoni	V;PST.REM;DIM
